gameId,gameType,seasonId,gameVersion,mapId,gameMode,team100_ban_1,team100_ban_2,team100_ban_3,team100_ban_4,team100_ban_5,team200_ban_6,team200_ban_7,team200_ban_8,team200_ban_9,team200_ban_10,teamId_participant0,championId_participant0,spell1Id_participant0,spell2Id_participant0,role_participant0,lane_participant0,perk0_participant0,perk1_participant0,perk2_participant0,perk3_participant0,perk4_participant0,perkPrimaryStyle_participant0,perkSubStyle_participant0,statPerk0_participant0,statPerk1_participant0,statPerk2_participant0,teamId_participant1,championId_participant1,spell1Id_participant1,spell2Id_participant1,role_participant1,lane_participant1,perk0_participant1,perk1_participant1,perk2_participant1,perk3_participant1,perk4_participant1,perkPrimaryStyle_participant1,perkSubStyle_participant1,statPerk0_participant1,statPerk1_participant1,statPerk2_participant1,teamId_participant2,championId_participant2,spell1Id_participant2,spell2Id_participant2,role_participant2,lane_participant2,perk0_participant2,perk1_participant2,perk2_participant2,perk3_participant2,perk4_participant2,perkPrimaryStyle_participant2,perkSubStyle_participant2,statPerk0_participant2,statPerk1_participant2,statPerk2_participant2,teamId_participant3,championId_participant3,spell1Id_participant3,spell2Id_participant3,role_participant3,lane_participant3,perk0_participant3,perk1_participant3,perk2_participant3,perk3_participant3,perk4_participant3,perkPrimaryStyle_participant3,perkSubStyle_participant3,statPerk0_participant3,statPerk1_participant3,statPerk2_participant3,teamId_participant4,championId_participant4,spell1Id_participant4,spell2Id_participant4,role_participant4,lane_participant4,perk0_participant4,perk1_participant4,perk2_participant4,perk3_participant4,perk4_participant4,perkPrimaryStyle_participant4,perkSubStyle_participant4,statPerk0_participant4,statPerk1_participant4,statPerk2_participant4,teamId_participant5,championId_participant5,spell1Id_participant5,spell2Id_participant5,role_participant5,lane_participant5,perk0_participant5,perk1_participant5,perk2_participant5,perk3_participant5,perk4_participant5,perkPrimaryStyle_participant5,perkSubStyle_participant5,statPerk0_participant5,statPerk1_participant5,statPerk2_participant5,teamId_participant6,championId_participant6,spell1Id_participant6,spell2Id_participant6,role_participant6,lane_participant6,perk0_participant6,perk1_participant6,perk2_participant6,perk3_participant6,perk4_participant6,perkPrimaryStyle_participant6,perkSubStyle_participant6,statPerk0_participant6,statPerk1_participant6,statPerk2_participant6,teamId_participant7,championId_participant7,spell1Id_participant7,spell2Id_participant7,role_participant7,lane_participant7,perk0_participant7,perk1_participant7,perk2_participant7,perk3_participant7,perk4_participant7,perkPrimaryStyle_participant7,perkSubStyle_participant7,statPerk0_participant7,statPerk1_participant7,statPerk2_participant7,teamId_participant8,championId_participant8,spell1Id_participant8,spell2Id_participant8,role_participant8,lane_participant8,perk0_participant8,perk1_participant8,perk2_participant8,perk3_participant8,perk4_participant8,perkPrimaryStyle_participant8,perkSubStyle_participant8,statPerk0_participant8,statPerk1_participant8,statPerk2_participant8,teamId_participant9,championId_participant9,spell1Id_participant9,spell2Id_participant9,role_participant9,lane_participant9,perk0_participant9,perk1_participant9,perk2_participant9,perk3_participant9,perk4_participant9,perkPrimaryStyle_participant9,perkSubStyle_participant9,statPerk0_participant9,statPerk1_participant9,statPerk2_participant9,win
5027061074,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,33.0,516.0,360.0,238.0,53.0,28.0,350.0,89.0,79.0,34.0,100,777,4,7,,,8010,9111,9104,8299,8135,8000,8100,5005,5003,5002,100,254,4,11,,,9923,8143,8138,8105,9111,8100,8000,5005,5008,5002,100,35,14,4,,,8229,8226,8210,8237,8345,8200,8300,5008,5008,5002,100,17,12,4,,,8128,8126,8138,8106,8226,8100,8200,5005,5008,5002,100,96,4,7,,,8008,9111,9104,8014,8139,8000,8100,5005,5008,5002,200,432,4,14,,,8465,8463,8473,8453,8136,8400,8100,5005,5008,5001,200,36,12,4,,,8437,8446,8473,8451,8304,8400,8300,5007,5003,5003,200,145,4,7,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,200,80,11,4,,,8010,9111,9105,8014,8143,8000,8100,5008,5008,5002,200,3,4,12,,,8439,8401,8473,8242,8275,8400,8200,5008,5008,5002,1
5026945019,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,34.0,10.0,122.0,11.0,121.0,360.0,28.0,55.0,350.0,89.0,100,157,14,4,,,8010,9111,9104,8014,8139,8000,8100,5005,5008,5002,100,875,4,12,,,8010,9111,9104,8299,8444,8000,8400,5005,5008,5002,100,101,7,4,,,8229,8226,8210,8237,8009,8200,8000,5008,5008,5002,100,30,4,11,,,8128,8126,8138,8135,8009,8100,8000,5007,5008,5002,100,777,4,14,,,8010,9111,9104,8014,8139,8000,8100,5005,5008,5002,200,112,4,12,,,8230,8224,8210,8237,8014,8200,8000,5008,5008,5002,200,497,4,14,,,8465,8463,8473,8451,8136,8400,8100,5007,5008,5002,200,58,4,12,,,8010,9111,9105,8299,8242,8000,8400,5005,5008,5002,200,81,4,7,,,8010,8009,9103,8014,8210,8000,8200,5005,5008,5002,200,79,11,4,,,8128,8126,8138,8105,8234,8100,8200,5005,5008,5002,1
5026704535,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,64.0,117.0,238.0,86.0,555.0,69.0,28.0,11.0,350.0,131.0,100,20,4,11,,,8439,8446,8429,8453,8234,8400,8200,5005,5008,5002,100,202,4,7,,,8128,8139,8138,8135,9103,8100,8000,5008,5008,5002,100,34,14,4,,,8112,8126,8138,8135,8226,8100,8200,5008,5008,5002,100,54,4,12,,,8229,8226,8210,8237,8345,8200,8300,5008,5002,5003,100,50,4,14,,,8112,8126,8138,8106,8313,8100,8300,5008,5008,5003,200,145,12,4,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,200,31,3,4,,,8229,8226,8210,8237,8126,8200,8100,5008,5008,5003,200,35,14,4,,,8229,8226,8210,8237,8345,8200,8300,5008,5008,5002,200,30,11,4,,,8128,8126,8138,8106,8009,8100,8000,5008,5008,5002,200,110,7,4,,,8229,8226,8210,8237,8009,8200,8000,5005,5008,5002,1
5026523275,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,104.0,122.0,80.0,84.0,202.0,120.0,122.0,131.0,350.0,34.0,100,53,4,14,,,8439,8446,8473,8242,8345,8400,8300,5007,5002,5002,100,360,4,7,,,8010,8009,9103,8017,8139,8000,8100,5005,5008,5002,100,38,4,12,,,8112,8139,8138,8135,8009,8100,8000,5007,5008,5003,100,60,4,11,,,8112,8126,8138,8135,8233,8100,8200,5005,5008,5002,100,86,4,12,,,8010,9111,9105,8299,8451,8000,8400,5008,5008,5002,200,14,12,4,,,8437,8401,8429,8451,8410,8400,8300,5005,5008,5002,200,112,4,14,,,8230,8226,8210,8237,8139,8200,8100,5008,5008,5003,200,117,3,4,,,8214,8226,8210,8237,8453,8200,8400,5007,5008,5002,200,96,7,4,,,8008,9111,9104,8014,8275,8000,8200,5005,5008,5002,200,203,4,11,,,8005,9111,9104,8014,8143,8000,8100,5005,5008,5002,1
5026457248,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,2.0,202.0,105.0,82.0,131.0,360.0,245.0,20.0,18.0,38.0,100,17,4,14,,,8437,8446,8473,8451,8139,8400,8100,5005,5008,5002,100,238,14,4,,,8010,9111,9105,8014,8143,8000,8100,5008,5008,5003,100,63,14,4,,,8128,8139,8138,8135,8009,8100,8000,5008,5008,5002,100,80,14,4,,,8010,9111,9105,8014,8139,8000,8100,5005,5008,5002,100,9,11,4,,,8128,8126,8138,8106,8313,8100,8300,5008,5008,5002,200,523,4,7,,,8010,9101,9103,8017,8135,8000,8100,5005,5008,5003,200,86,4,14,,,8010,9111,9103,8299,8463,8000,8400,5008,5003,5003,200,101,21,4,,,8229,8226,8210,8237,8313,8200,8300,5007,5008,5002,200,60,4,11,,,8128,8126,8138,8105,8275,8100,8200,5008,5008,5002,200,117,4,14,,,8214,8226,8210,8236,8304,8200,8300,5005,5002,5003,0
5026339387,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,147.0,777.0,360.0,104.0,57.0,17.0,55.0,131.0,4.0,350.0,100,89,4,14,,,8439,8463,8473,8242,8345,8400,8300,5007,5002,5001,100,80,4,11,,,8010,9111,9104,8014,8143,8000,8100,5005,5008,5002,100,145,7,4,,,9923,8139,8138,8135,8304,8100,8300,5005,5008,5002,100,105,14,4,,,8112,8143,8138,8135,8233,8100,8200,5008,5008,5003,100,122,12,4,,,8010,9111,9105,8299,8446,8000,8400,5005,5008,5002,200,526,14,4,,,8439,8463,8429,8451,8345,8400,8300,5007,5002,5002,200,498,7,4,,,8008,9101,9105,8014,8139,8000,8100,5005,5008,5002,200,41,4,14,,,8437,8446,8429,8451,8345,8400,8300,5005,5008,5002,200,11,11,4,,,8010,9111,9104,8299,8143,8000,8100,5005,5008,5002,200,117,4,21,,,8112,8139,8138,8135,8224,8100,8200,5005,5008,5002,1
5025160538,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,69.0,131.0,350.0,75.0,360.0,89.0,23.0,55.0,11.0,360.0,100,8,4,14,,,8230,8275,8210,8236,8139,8200,8100,5007,5008,5002,100,77,11,6,,,8005,9111,9104,8299,8234,8000,8200,5005,5008,5002,100,39,4,12,,,8010,9111,9104,8299,8345,8000,8300,5005,5008,5002,100,21,3,4,,,8229,8226,8210,8237,8120,8200,8100,5007,5008,5002,100,67,7,4,,,8005,9101,9104,8014,8139,8000,8100,5005,5008,5002,200,238,4,14,,,8112,8139,8136,8106,8210,8100,8200,5008,5008,5001,200,86,4,12,,,8010,9111,9105,8299,8429,8000,8400,5008,5008,5002,200,99,4,7,,,8214,8226,8233,8236,8345,8200,8300,5008,5008,5002,200,421,11,4,,,9923,8126,8138,8105,8275,8100,8200,5005,5008,5002,200,202,3,4,,,8128,8126,8138,8135,8009,8100,8000,5008,5008,5002,0
5025006338,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,777.0,54.0,122.0,238.0,25.0,350.0,117.0,60.0,131.0,121.0,100,202,7,4,,,8128,8126,8138,8135,9103,8100,8000,5008,5008,5002,100,12,4,3,,,8439,8463,8444,8453,8321,8400,8300,5005,5002,5002,100,23,6,4,,,8008,9111,9104,8299,8275,8000,8200,5005,5008,5002,100,84,4,14,,,8010,8009,9105,8014,8139,8000,8100,5008,5008,5001,100,2,11,4,,,8112,8143,8138,8106,8304,8100,8300,5005,5008,5002,200,86,12,4,,,8010,9111,9105,8299,8429,8000,8400,5008,5008,5002,200,44,7,14,,,9923,8126,8136,8106,8210,8100,8200,5008,5003,5002,200,11,4,11,,,9923,8143,8138,8135,9111,8100,8000,5005,5008,5002,200,161,3,4,,,8229,8226,8210,8236,8009,8200,8000,5007,5008,5002,200,119,7,4,,,8010,8009,9104,8014,8139,8000,8100,5005,5008,5002,0
5024926044,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,121.0,131.0,777.0,350.0,33.0,267.0,34.0,28.0,11.0,39.0,100,141,4,11,,,8010,9111,9103,8014,8139,8000,8100,5005,5008,5002,100,236,4,14,,,8005,8009,9103,8014,8139,8000,8100,5005,5008,5002,100,147,7,4,,,8230,8226,8210,8237,8106,8200,8100,5005,5008,5002,100,29,14,4,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,100,427,4,12,,,8214,8226,8210,8236,8473,8200,8400,5005,5008,5003,200,27,12,4,,,8010,9111,9105,8299,8352,8000,8300,5008,5002,5003,200,76,11,4,,,8128,8143,8138,8135,8304,8100,8300,5005,5008,5002,200,412,14,4,,,8439,8463,8473,8451,8345,8400,8300,5007,5003,5001,200,91,4,14,,,8010,9111,9104,8014,8139,8000,8100,5008,5008,5001,200,202,7,4,,,8021,9111,9103,8014,8236,8000,8200,5008,5008,5002,0
5024627060,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,104.0,105.0,238.0,350.0,89.0,202.0,80.0,55.0,28.0,122.0,100,106,12,4,,,8437,8401,8444,8453,8009,8400,8000,5007,5008,5002,100,121,11,4,,,8010,9111,9105,8299,8143,8000,8100,5008,5008,5002,100,111,4,14,,,8439,8401,8473,8242,8347,8400,8300,5005,5002,5002,100,145,7,4,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,100,54,12,4,,,8229,8226,8210,8237,8345,8200,8300,5007,5008,5003,200,117,4,14,,,8214,8226,8210,8237,8473,8200,8400,5008,5008,5002,200,57,4,12,,,8439,8446,8429,8451,8226,8400,8200,5005,5002,5003,200,64,4,11,,,8010,9111,9104,8014,8143,8000,8100,5005,5008,5002,200,131,4,14,,,8112,8139,8138,8135,8014,8100,8000,5005,5008,5003,200,29,7,4,,,8008,8009,9104,8014,8135,8000,8100,5005,5008,5002,0
5023654589,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,777.0,131.0,350.0,122.0,28.0,89.0,104.0,99.0,75.0,57.0,100,42,4,12,,,8021,8009,9103,8014,8304,8000,8300,5005,5008,5003,100,18,7,4,,,9923,8139,8138,8135,9111,8100,8000,5005,5008,5002,100,79,11,4,,,8128,8143,8138,8105,8234,8100,8200,5005,5008,5002,100,98,4,12,,,8437,8401,8444,8451,8135,8400,8100,5005,5008,5002,100,235,4,14,,,8351,8304,8345,8410,8009,8300,8000,5008,5008,5003,200,40,4,3,,,8465,8463,8473,8453,8210,8400,8200,5007,5008,5002,200,119,4,7,,,9923,8139,8138,8105,8014,8100,8000,5005,5008,5002,200,55,14,4,,,8010,9111,9105,8014,8143,8000,8100,5008,5008,5002,200,77,4,11,,,8010,9111,9105,8299,8242,8000,8400,5005,5008,5002,200,14,12,4,,,8437,8401,8473,8451,8345,8400,8300,5005,5008,5002,0
5023731062,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,89.0,63.0,31.0,39.0,38.0,28.0,131.0,350.0,202.0,111.0,100,21,4,7,,,8229,8226,8233,8237,8139,8200,8100,5005,5008,5002,100,163,11,4,,,8128,8126,8138,8135,8236,8100,8200,5008,5008,5002,100,267,14,4,,,8214,8226,8210,8237,8347,8200,8300,5008,5008,5002,100,114,12,4,,,8010,9111,9105,8014,8446,8000,8400,5005,5002,5003,100,777,4,14,,,8010,9111,9103,8014,8143,8000,8100,5008,5008,5001,200,13,4,12,,,8230,8226,8210,8236,8139,8200,8100,5008,5008,5002,200,30,11,21,,,8128,8126,8138,8106,8014,8100,8000,5008,5008,5002,200,92,12,4,,,8010,9111,9105,8014,8139,8000,8100,5008,5008,5002,200,498,4,7,,,8008,9111,9103,8014,8304,8000,8300,5005,5008,5002,200,12,4,14,,,8230,8275,8234,8232,8306,8200,8300,5007,5003,5002,0
5023578958,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,55.0,-1.0,254.0,-1.0,147.0,122.0,28.0,131.0,350.0,238.0,100,104,4,14,,,8021,9111,9104,8014,8139,8000,8100,5005,5008,5003,100,110,7,4,,,8128,8126,8138,8135,8226,8100,8200,5005,5008,5002,100,120,11,6,,,8010,9111,9105,8299,8135,8000,8100,5005,5008,5002,100,41,4,12,,,8437,8446,8473,8451,8345,8400,8300,5008,5008,5002,100,12,14,4,,,8230,8275,8234,8232,8306,8200,8300,5007,5008,5002,200,69,4,12,,,8010,8009,9105,8014,8135,8000,8100,5008,5008,5002,200,64,4,11,,,8010,9111,9104,8014,8304,8000,8300,5005,5008,5002,200,21,7,4,,,8229,8226,8210,8237,8106,8200,8100,5008,5008,5002,200,555,14,4,,,9923,8126,8138,8106,8014,8100,8000,5008,5008,5002,200,98,4,12,,,8437,8401,8444,8451,8135,8400,8100,5005,5008,5002,0
5023585297,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,21.0,122.0,131.0,36.0,80.0,122.0,64.0,28.0,350.0,131.0,100,145,7,4,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,100,62,12,4,,,8010,9111,9104,8299,8304,8000,8300,5008,5008,5002,100,777,14,4,,,8010,9111,9104,8017,8138,8000,8100,5005,5008,5002,100,203,11,4,,,8005,9101,9103,8017,8138,8000,8100,5005,5008,5002,100,117,14,4,,,8214,8226,8210,8237,8429,8200,8400,5008,5008,5002,200,84,4,14,,,8021,8009,9105,8014,8139,8000,8100,5008,5008,5002,200,223,14,4,,,8437,8401,8429,8453,8410,8400,8300,5007,5008,5002,200,29,7,4,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,200,39,4,12,,,8010,9111,9104,8014,8352,8000,8300,5005,5008,5002,200,76,11,4,,,8128,8143,8138,8105,8233,8100,8200,5008,5008,5003,1
5023561065,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,122.0,238.0,141.0,360.0,2.0,28.0,131.0,-1.0,420.0,1.0,100,81,4,14,,,8128,8143,8136,8135,8014,8100,8000,5008,5008,5003,100,254,11,4,,,9923,8143,8138,8135,9111,8100,8000,5005,5008,5001,100,15,7,4,,,8128,8139,8138,8135,8236,8100,8200,5005,5008,5002,100,526,4,3,,,8439,8401,8473,8453,8345,8400,8300,5007,5002,5002,100,25,14,4,,,8229,8226,8210,8237,8313,8200,8300,5008,5008,5002,200,55,4,14,,,8010,9111,9105,8299,8143,8000,8100,5005,5008,5003,200,78,14,4,,,8439,8446,8429,8451,8347,8400,8300,5007,5008,5002,200,34,14,4,,,8112,8139,8138,8135,8009,8100,8000,5008,5008,5002,200,31,4,12,,,8437,8446,8444,8451,8106,8400,8100,5008,5002,5003,200,59,4,11,,,8010,9111,9105,8014,8143,8000,8100,5005,5008,5001,1
5023494635,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,28.0,131.0,143.0,420.0,35.0,141.0,202.0,89.0,266.0,80.0,100,268,4,12,,,8008,8009,9104,8014,8226,8000,8200,5005,5008,5002,100,350,7,3,,,8214,8226,8210,8237,8453,8200,8400,5008,5008,5002,100,16,21,4,,,8008,8009,9105,8014,8473,8000,8400,5005,5008,5002,100,67,4,12,,,8005,9111,9104,8014,8304,8000,8300,5005,5008,5002,100,72,4,11,,,8230,8275,8234,8232,8304,8200,8300,5005,5008,5002,200,41,14,4,,,8437,8446,8444,8453,8345,8400,8300,5008,5008,5001,200,360,7,4,,,8010,9111,9103,8014,8139,8000,8100,5005,5008,5002,200,526,14,4,,,8465,8463,8429,8451,8139,8400,8100,5008,5002,5002,200,58,4,14,,,8005,9111,9104,8299,8275,8000,8200,5005,5008,5003,200,254,11,4,,,8112,8143,8138,8106,9111,8100,8000,5005,5008,5002,0
5023438334,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,28.0,131.0,-1.0,420.0,35.0,157.0,122.0,55.0,80.0,104.0,100,121,4,11,,,8112,8143,8138,8135,8304,8100,8300,5005,5008,5003,100,350,7,3,,,8214,8226,8210,8237,8453,8200,8400,5008,5008,5002,100,29,14,4,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,100,150,4,12,,,8437,8446,8444,8451,9111,8400,8000,5005,5008,5002,100,3,4,12,,,8439,8401,8473,8451,8210,8400,8200,5008,5002,5002,200,59,11,4,,,8010,9111,9105,8014,8143,8000,8100,5005,5008,5002,200,99,12,4,,,8229,8226,8210,8236,8126,8200,8100,5008,5008,5002,200,51,7,4,,,8008,8009,9103,8014,8236,8000,8200,5005,5008,5002,200,63,4,14,,,8128,8126,8138,8106,8226,8100,8200,5008,5008,5002,200,266,12,4,,,8010,9111,9105,8299,8135,8000,8100,5008,5008,5002,1
5023308744,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,141.0,157.0,238.0,29.0,34.0,55.0,131.0,141.0,28.0,120.0,100,32,4,11,,,8439,8463,8429,8451,8126,8400,8100,5005,5008,5002,100,81,4,7,,,8010,8009,9103,8014,8210,8000,8200,5005,5008,5002,100,80,4,14,,,8005,8009,9105,8014,8143,8000,8100,5008,5008,5002,100,99,4,14,,,8229,8226,8210,8237,8313,8200,8300,5008,5008,5002,100,82,4,12,,,8010,9111,9105,8299,8139,8000,8100,5008,5008,5002,200,35,11,14,,,8128,8143,8138,8105,8304,8100,8300,5005,5008,5002,200,777,4,14,,,8010,9111,9104,8014,8139,8000,8100,5005,5008,5002,200,92,4,12,,,8010,9111,9104,8299,8210,8000,8200,5007,5008,5003,200,350,14,7,,,8214,8226,8210,8237,8009,8200,8000,5008,5008,5002,200,15,7,4,,,8010,9111,9104,8014,8139,8000,8100,5005,5008,5002,0
5023045598,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,59.0,104.0,80.0,75.0,141.0,28.0,131.0,10.0,-1.0,58.0,100,112,12,4,,,8230,8226,8210,8236,8139,8200,8100,5005,5008,5002,100,91,4,14,,,8010,9111,9105,8299,8139,8000,8100,5008,5008,5003,100,57,4,14,,,8439,8463,8473,8242,8345,8400,8300,5005,5002,5003,100,67,7,4,,,8005,9111,9104,8014,8143,8000,8100,5005,5002,5003,100,875,11,4,,,8230,8275,8234,8232,8306,8200,8300,5005,5008,5002,200,245,4,14,,,8112,8143,8138,8135,8226,8100,8200,5008,5008,5002,200,876,14,4,,,8229,8226,8210,8237,8106,8200,8100,5007,5008,5002,200,30,11,4,,,8128,8126,8138,8106,8009,8100,8000,5008,5008,5002,200,119,7,4,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,200,2,12,4,,,8010,9111,9104,8299,8345,8000,8300,5005,5008,5002,1
5022838051,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,141.0,54.0,63.0,121.0,777.0,28.0,131.0,517.0,78.0,420.0,100,64,4,11,,,8010,9111,9104,8014,8304,8000,8300,5005,5008,5003,100,92,12,4,,,8010,9111,9104,8299,8275,8000,8200,5007,5008,5002,100,412,4,14,,,8465,8446,8473,8451,8105,8400,8100,5005,5008,5003,100,202,7,4,,,8128,8139,8138,8135,8014,8100,8000,5008,5003,5003,100,112,4,12,,,8230,8226,8210,8237,8139,8200,8100,5005,5003,5003,200,4,4,14,,,8112,8139,8120,8135,8316,8100,8300,5008,5008,5002,200,16,21,4,,,8230,8275,8234,8232,8453,8200,8400,5008,5008,5002,200,30,11,4,,,8128,8126,8138,8106,8009,8100,8000,5008,5008,5002,200,350,7,14,,,8214,8226,8210,8237,8473,8200,8400,5008,5008,5002,200,150,4,12,,,8437,8446,8444,8451,9111,8400,8000,5005,5008,5002,1
5022616522,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,89.0,28.0,141.0,131.0,122.0,86.0,89.0,360.0,120.0,8.0,100,84,4,14,,,8021,8009,9105,8014,8139,8000,8100,5008,5008,5003,100,350,7,3,,,8229,8226,8210,8236,8453,8200,8400,5008,5008,5002,100,30,11,4,,,8128,8126,8138,8135,8009,8100,8000,5008,5008,5002,100,16,21,4,,,8214,8226,8210,8237,8473,8200,8400,5008,5008,5002,100,39,4,12,,,8010,9111,9104,8014,8143,8000,8100,5005,5008,5002,200,57,4,14,,,8229,8226,8210,8237,8304,8200,8300,5008,5008,5002,200,105,14,4,,,8112,8143,8138,8135,9111,8100,8000,5008,5008,5002,200,21,4,7,,,8005,8009,9104,8014,8126,8000,8100,5005,5008,5002,200,107,11,4,,,8112,8143,8138,8105,8304,8100,8300,5005,5008,5002,200,104,4,12,,,8112,8143,8138,8135,9111,8100,8000,5005,5008,5002,0
5022495462,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,121.0,202.0,122.0,157.0,350.0,105.0,35.0,24.0,89.0,28.0,100,50,4,7,,,8112,8126,8138,8106,8313,8100,8300,5008,5008,5002,100,99,14,4,,,8214,8226,8210,8237,8473,8200,8400,5007,5008,5001,100,115,4,3,,,8229,8226,8210,8236,8313,8200,8300,5008,5008,5002,100,141,11,4,,,8010,9111,9105,8299,8139,8000,8100,5005,5008,5002,100,875,4,12,,,8010,9111,9105,8014,8446,8000,8400,5005,5008,5002,200,23,4,12,,,8008,9111,9105,8299,8275,8000,8200,5005,5008,5002,200,777,4,14,,,8010,9111,9103,8014,8139,8000,8100,5005,5008,5003,200,254,11,4,,,8112,8143,8138,8106,9111,8100,8000,5005,5002,5001,200,555,14,4,,,9923,8126,8138,8106,8444,8100,8400,5008,5008,5002,200,119,7,4,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,0
5022476335,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,67.0,131.0,154.0,28.0,121.0,17.0,25.0,238.0,35.0,84.0,100,147,3,4,,,8230,8226,8210,8236,8009,8200,8000,5007,5008,5002,100,202,7,4,,,8021,9111,9104,8014,8275,8000,8200,5008,5008,5002,100,141,4,11,,,8128,8143,8138,8105,8234,8100,8200,5008,5008,5002,100,875,12,4,,,8010,9111,9105,8299,8453,8000,8400,5005,5008,5002,100,103,14,4,,,8112,8126,8138,8106,8226,8100,8200,5008,5008,5003,200,777,4,14,,,8010,9111,9104,8014,8135,8000,8100,5005,5008,5002,200,412,4,14,,,8439,8463,8473,8242,9111,8400,8000,5007,5003,5002,200,236,4,7,,,8005,9111,9103,8014,8135,8000,8100,5005,5008,5003,200,34,4,12,,,8230,8226,8210,8236,8009,8200,8000,5005,5008,5003,200,48,4,11,,,8005,9111,9104,8014,8473,8000,8400,5005,5008,5002,1
5022338386,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,360.0,141.0,121.0,122.0,18.0,122.0,350.0,104.0,131.0,142.0,100,498,7,4,,,8008,9111,9103,8014,8275,8000,8200,5005,5008,5002,100,164,14,4,,,8005,9111,9104,8299,8143,8000,8100,5005,5008,5001,100,28,11,4,,,8112,8143,8138,8105,8233,8100,8200,5008,5008,5002,100,161,4,21,,,8229,8226,8210,8237,8139,8200,8100,5008,5008,5002,100,31,12,4,,,8437,8446,8473,8451,9111,8400,8000,5005,5008,5002,200,39,14,4,,,8010,9111,9104,8299,8143,8000,8100,5005,5008,5003,200,36,11,4,,,8021,9111,9105,8299,8304,8000,8300,5005,5008,5002,200,86,4,14,,,8010,9111,9105,8299,8275,8000,8200,5008,5008,5002,200,99,14,4,,,8229,8226,8210,8236,8106,8200,8100,5007,5008,5002,200,29,7,4,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,0
5022382290,MATCHED_GAME,13,11.1.352.5559,11,CLASSIC,54.0,117.0,164.0,238.0,39.0,350.0,157.0,28.0,114.0,777.0,100,98,4,12,,,8437,8401,8444,8453,8126,8400,8100,5005,5002,5002,100,18,7,4,,,9923,8139,8138,8135,9111,8100,8000,5005,5008,5002,100,104,11,4,,,8230,8275,8234,8232,8135,8200,8100,5005,5008,5002,100,131,14,4,,,8112,8143,8138,8135,8226,8100,8200,5008,5008,5003,100,412,14,4,,,8465,8463,8473,8451,8345,8400,8300,5008,5002,5002,200,526,14,4,,,8439,8463,8429,8453,8234,8400,8200,5007,5008,5002,200,360,7,4,,,8010,9111,9103,8299,8139,8000,8100,5005,5008,5002,200,875,4,14,,,8010,9111,9105,8299,8444,8000,8400,5005,5008,5003,200,163,4,11,,,8128,8139,8138,8135,8226,8100,8200,5005,5002,5002,200,17,12,4,,,8128,8126,8138,8135,9104,8100,8000,5005,5008,5002,1
5021519969,MATCHED_GAME,13,11.1.352.5559,12,ARAM,,,,,,,,,,,100,777,4,32,,,8010,9111,9104,8014,8139,8000,8100,5005,5008,5002,100,517,21,4,,,8010,8009,9105,8299,8139,8000,8100,5008,5008,5003,100,10,4,32,,,8005,9111,9104,8014,8139,8000,8100,5005,5008,5002,100,31,32,4,,,8439,8446,8444,8242,8139,8400,8100,5007,5008,5001,100,99,21,4,,,8229,8226,8210,8237,8009,8200,8000,5008,5008,5003,200,119,4,7,,,9923,8139,8138,8135,8009,8100,8000,5005,5008,5002,200,105,4,32,,,8230,8224,8210,8236,8106,8200,8100,5007,5008,5003,200,63,4,32,,,8128,8126,8138,8106,8226,8100,8200,5007,5008,5001,200,32,4,32,,,8112,8126,8138,8106,8210,8100,8200,5008,5008,5001,200,202,7,4,,,8128,8139,8138,8135,9103,8100,8000,5008,5008,5002,0
